,quarter,department,day,team,targeted_productivity,smv,wip,over_time,incentive,idle_time,idle_men,no_of_style_change,no_of_workers,actual_productivity,month,day_of_month
244,Quarter2,sweing,Wednesday,9,0.8,26.16,1232.0,10620,75,0.0,0,0,59.0,0.850502311,1,14
245,Quarter2,sweing,Wednesday,8,0.8,25.9,1218.0,10170,60,0.0,0,0,56.5,0.850136766,1,14
246,Quarter2,finishing,Wednesday,7,0.8,2.9,,1440,0,0.0,0,0,8.0,0.837594697,1,14
247,Quarter2,finishing,Wednesday,3,0.8,4.15,,1440,0,0.0,0,0,7.0,0.820833333,1,14
248,Quarter2,sweing,Wednesday,12,0.8,11.61,1159.0,2970,50,0.0,0,0,31.5,0.800313433,1,14
249,Quarter2,sweing,Wednesday,6,0.8,11.61,972.0,5670,38,0.0,0,0,31.5,0.800246753,1,14
250,Quarter2,sweing,Wednesday,1,0.8,26.16,1092.0,10620,63,0.0,0,0,59.0,0.800117103,1,14
251,Quarter2,sweing,Wednesday,5,0.7,20.79,965.0,7320,0,0.0,0,0,58.0,0.700095563,1,14
252,Quarter2,finishing,Wednesday,8,0.8,2.9,,1440,0,0.0,0,0,8.0,0.667329545,1,14
253,Quarter2,sweing,Wednesday,4,0.6,22.4,816.0,5100,23,0.0,0,0,57.0,0.600369686,1,14
254,Quarter2,sweing,Wednesday,10,0.5,22.4,947.0,3390,23,0.0,0,0,56.5,0.499980334,1,14
255,Quarter2,sweing,Wednesday,11,0.35,14.61,838.0,7200,23,0.0,0,0,55.0,0.35003125,1,14
256,Quarter2,finishing,Wednesday,10,0.8,3.94,,1260,0,0.0,0,0,8.0,0.332359307,1,14
257,Quarter2,sweing,Wednesday,2,0.8,51.02,1086.0,4260,27,0.0,0,0,57.0,0.311207464,1,14
258,Quarter2,finishing,Wednesday,2,0.8,3.94,,1260,0,0.0,0,0,8.0,0.247316017,1,14
259,Quarter3,finishing,Thursday,4,0.35,4.3,,3600,0,0.0,0,0,20.0,0.988636364,1,15
260,Quarter3,finishing,Thursday,10,0.8,3.94,,3420,0,0.0,0,0,19.0,0.953110048,1,15
261,Quarter3,finishing,Thursday,1,0.8,3.94,,1440,0,0.0,0,0,8.0,0.884261364,1,15
262,Quarter3,finishing,Thursday,5,0.65,4.15,,1440,0,0.0,0,0,8.0,0.860653409,1,15
263,Quarter3,finishing,Thursday,9,0.8,3.94,,1440,0,0.0,0,0,8.0,0.858143939,1,15
264,Quarter3,sweing,Thursday,1,0.8,26.16,1160.0,10620,75,0.0,0,0,59.0,0.850502311,1,15
265,Quarter3,sweing,Thursday,8,0.8,25.9,1177.0,8970,60,0.0,0,0,56.5,0.850415628,1,15
266,Quarter3,sweing,Thursday,7,0.8,25.9,1281.0,10170,60,0.0,0,0,56.5,0.850136766,1,15
267,Quarter3,sweing,Thursday,9,0.8,26.16,1369.0,10620,63,0.0,0,0,59.0,0.800117103,1,15
268,Quarter3,sweing,Thursday,6,0.8,11.61,1084.0,4950,38,0.0,0,0,31.5,0.80003139,1,15
269,Quarter3,sweing,Thursday,12,0.8,11.61,1216.0,4950,50,0.0,0,0,31.5,0.80003139,1,15
270,Quarter3,sweing,Thursday,5,0.7,20.79,391.0,10440,0,0.0,0,0,58.0,0.700060345,1,15
271,Quarter3,finishing,Thursday,7,0.8,2.9,,1440,0,0.0,0,0,8.0,0.689299242,1,15
272,Quarter3,sweing,Thursday,3,0.5,22.52,1102.0,10170,30,0.0,0,0,56.5,0.660683293,1,15
273,Quarter3,sweing,Thursday,4,0.65,22.52,872.0,10080,26,0.0,0,0,56.0,0.650130952,1,15
274,Quarter3,finishing,Thursday,8,0.8,2.9,,1440,0,0.0,0,0,8.0,0.606912879,1,15
275,Quarter3,sweing,Thursday,10,0.6,22.52,1076.0,10170,23,0.0,0,0,56.5,0.600291767,1,15
276,Quarter3,sweing,Thursday,11,0.5,14.89,917.0,9900,30,0.0,0,0,55.0,0.500025069,1,15
277,Quarter3,sweing,Thursday,2,0.5,22.94,1044.0,9810,23,0.0,0,0,54.5,0.499998888,1,15
278,Quarter3,finishing,Saturday,5,0.65,4.15,,2700,0,0.0,0,0,15.0,0.98719697,1,17
279,Quarter3,finishing,Saturday,2,0.8,3.94,,1800,0,0.0,0,0,10.0,0.980909091,1,17
280,Quarter3,finishing,Saturday,10,0.8,3.94,,1440,0,0.0,0,0,8.0,0.974621212,1,17
281,Quarter3,finishing,Saturday,1,0.8,3.94,,1440,0,0.0,0,0,8.0,0.884261364,1,17
282,Quarter3,finishing,Saturday,9,0.8,3.94,,1800,0,0.0,0,0,10.0,0.82680303,1,17
283,Quarter3,sweing,Saturday,6,0.8,11.41,1067.0,5490,63,0.0,0,0,30.5,0.800343766,1,17
284,Quarter3,sweing,Saturday,12,0.8,11.61,1039.0,5670,63,0.0,0,0,31.5,0.800246753,1,17
285,Quarter3,sweing,Saturday,7,0.8,25.9,1396.0,10170,50,0.0,0,0,56.5,0.800128721,1,17
286,Quarter3,sweing,Saturday,8,0.8,25.9,1292.0,10170,50,0.0,0,0,56.5,0.800128721,1,17
287,Quarter3,sweing,Saturday,1,0.8,48.68,171.0,10620,63,0.0,0,0,59.0,0.800117103,1,17
288,Quarter3,sweing,Saturday,9,0.8,26.16,1128.0,10620,63,0.0,0,0,59.0,0.800117103,1,17
289,Quarter3,sweing,Saturday,2,0.6,22.94,865.0,6570,23,0.0,0,0,56.5,0.77011398,1,17
290,Quarter3,sweing,Saturday,4,0.7,22.52,825.0,10170,50,0.0,0,0,56.5,0.7005417,1,17
291,Quarter3,finishing,Saturday,8,0.8,2.9,,1440,0,0.0,0,0,8.0,0.675568182,1,17
292,Quarter3,finishing,Saturday,7,0.8,2.9,,1440,0,0.0,0,0,8.0,0.661837121,1,17
293,Quarter3,sweing,Saturday,10,0.65,22.52,1163.0,9720,35,0.0,0,0,54.0,0.650198653,1,17
294,Quarter3,sweing,Saturday,3,0.6,22.52,1140.0,10170,30,0.0,0,0,56.5,0.600291767,1,17
295,Quarter3,sweing,Saturday,11,0.6,14.89,1027.0,10080,38,0.0,0,0,56.0,0.600273268,1,17
296,Quarter3,finishing,Saturday,6,0.8,2.9,,900,0,0.0,0,0,5.0,0.465757576,1,17
297,Quarter3,sweing,Saturday,5,0.7,41.19,1052.0,10440,21,0.0,0,0,58.0,0.452012539,1,17
298,Quarter3,finishing,Saturday,11,0.8,4.15,,1260,0,0.0,0,0,7.0,0.313852814,1,17
299,Quarter3,finishing,Sunday,5,0.6,4.15,,1440,0,0.0,0,0,8.0,0.852793561,1,18
300,Quarter3,finishing,Sunday,11,0.65,4.15,,2160,0,0.0,0,0,12.0,0.838383838,1,18
301,Quarter3,finishing,Sunday,6,0.8,2.9,,1800,0,0.0,0,0,10.0,0.804848485,1,18
302,Quarter3,sweing,Sunday,6,0.8,11.41,1140.0,5490,63,0.0,0,0,30.5,0.800343766,1,18
303,Quarter3,sweing,Sunday,7,0.8,48.84,624.0,10170,50,0.0,0,0,56.5,0.800128721,1,18
304,Quarter3,sweing,Sunday,8,0.8,25.9,1288.0,10170,38,0.0,0,0,56.5,0.800128721,1,18
305,Quarter3,sweing,Sunday,9,0.8,26.16,1381.0,3660,50,0.0,0,0,59.0,0.800015009,1,18
306,Quarter3,sweing,Sunday,4,0.7,22.52,882.0,10170,50,0.0,0,0,56.5,0.7005417,1,18
307,Quarter3,sweing,Sunday,10,0.7,22.52,1002.0,10080,40,0.0,0,0,56.0,0.700094156,1,18
308,Quarter3,finishing,Sunday,7,0.8,2.9,,1440,0,0.0,0,0,8.0,0.692045455,1,18
309,Quarter3,sweing,Sunday,12,0.8,26.87,585.0,5670,56,0.0,0,0,31.5,0.662255892,1,18
310,Quarter3,sweing,Sunday,3,0.65,22.52,1138.0,10170,35,0.0,0,0,56.5,0.650416734,1,18
311,Quarter3,sweing,Sunday,11,0.65,14.89,1140.0,10260,44,0.0,0,0,57.0,0.650299575,1,18
312,Quarter3,sweing,Sunday,2,0.65,22.94,1025.0,10170,26,0.0,0,0,56.5,0.650243497,1,18
313,Quarter3,finishing,Sunday,8,0.8,2.9,,1440,0,0.0,0,0,8.0,0.639867424,1,18
314,Quarter3,sweing,Sunday,5,0.6,20.4,1031.0,10440,30,0.0,0,0,58.0,0.600062696,1,18
315,Quarter3,finishing,Sunday,9,0.8,3.94,,1800,0,0.0,0,0,10.0,0.582045455,1,18
316,Quarter3,sweing,Sunday,1,0.8,49.1,1381.0,10350,24,0.0,0,0,57.5,0.403242161,1,18
317,Quarter3,finishing,Sunday,10,0.7,3.94,,1440,0,0.0,0,0,8.0,0.235795455,1,18
318,Quarter3,finishing,Monday,4,0.7,4.3,,5040,0,0.0,0,0,28.0,0.977272727,1,19
319,Quarter3,finishing,Monday,9,0.8,3.94,,1800,0,0.0,0,0,10.0,0.964106061,1,19
320,Quarter3,finishing,Monday,5,0.65,4.15,,1440,0,0.0,0,0,8.0,0.958901515,1,19
321,Quarter3,sweing,Monday,6,0.8,11.41,1028.0,4380,50,0.0,0,0,31.0,0.800358775,1,19
322,Quarter3,sweing,Monday,8,0.8,25.9,1380.0,3630,50,0.0,0,0,56.5,0.800162602,1,19
323,Quarter3,sweing,Monday,9,0.8,26.16,1196.0,10620,63,0.0,0,0,59.0,0.800117103,1,19
324,Quarter3,finishing,Monday,12,0.8,2.9,,1440,0,0.0,0,0,8.0,0.793844697,1,19
325,Quarter3,sweing,Monday,2,0.7,22.94,1006.0,10170,38,0.0,0,0,56.5,0.750517565,1,19
326,Quarter3,sweing,Monday,4,0.7,22.52,930.0,10260,63,0.0,0,0,57.0,0.750068049,1,19
327,Quarter3,sweing,Monday,3,0.7,22.52,1095.0,10170,50,0.0,0,0,56.5,0.750062751,1,19
328,Quarter3,sweing,Monday,10,0.7,22.52,938.0,10080,63,0.0,0,0,56.0,0.750057359,1,19
329,Quarter3,sweing,Monday,11,0.7,14.89,1484.0,10260,50,0.0,0,0,57.0,0.700170388,1,19
330,Quarter3,finishing,Monday,8,0.8,2.9,,1440,0,0.0,0,0,8.0,0.683806818,1,19
331,Quarter3,sweing,Monday,5,0.65,20.4,1255.0,8280,35,0.0,0,0,58.0,0.650066445,1,19
332,Quarter3,sweing,Monday,7,0.8,48.84,1040.0,10260,30,0.0,0,0,57.0,0.576460393,1,19
333,Quarter3,sweing,Monday,1,0.5,22.94,1492.0,10170,30,0.0,0,0,56.5,0.549969429,1,19
334,Quarter3,finishing,Monday,10,0.7,3.94,,1440,0,0.0,0,0,8.0,0.538399621,1,19
335,Quarter3,finishing,Monday,11,0.7,4.15,,1440,0,0.0,0,0,8.0,0.409545455,1,19
336,Quarter3,sweing,Monday,12,0.35,15.26,1111.0,6120,23,0.0,0,0,34.0,0.35021836,1,19
337,Quarter3,finishing,Tuesday,5,0.7,4.15,,1440,0,0.0,0,0,8.0,1.033570076,1,20
338,Quarter3,sweing,Tuesday,6,0.8,11.41,1047.0,5580,63,0.0,0,0,31.0,0.800261486,1,20
339,Quarter3,sweing,Tuesday,8,0.8,25.9,1434.0,10170,50,0.0,0,0,56.5,0.800128721,1,20
340,Quarter3,sweing,Tuesday,9,0.8,26.16,399.0,10620,63,0.0,0,0,59.0,0.800117103,1,20
341,Quarter3,sweing,Tuesday,4,0.7,22.52,983.0,10260,63,0.0,0,0,57.0,0.750068049,1,20
342,Quarter3,sweing,Tuesday,10,0.7,22.52,1108.0,10080,63,0.0,0,0,56.0,0.750057359,1,20
343,Quarter3,sweing,Tuesday,3,0.7,22.52,1134.0,8460,50,0.0,0,0,57.0,0.750037968,1,20
344,Quarter3,sweing,Tuesday,2,0.7,22.94,1363.0,10260,50,0.0,0,0,57.0,0.750031898,1,20
345,Quarter3,finishing,Tuesday,9,0.8,3.94,,1800,0,0.0,0,0,10.0,0.72830303,1,20
346,Quarter3,sweing,Tuesday,11,0.7,14.89,1501.0,10260,50,0.0,0,0,57.0,0.700170388,1,20
347,Quarter3,sweing,Tuesday,5,0.7,20.4,1352.0,10260,50,0.0,0,0,57.0,0.700063796,1,20
348,Quarter3,finishing,Tuesday,8,0.8,2.9,,1440,0,0.0,0,0,8.0,0.639867424,1,20
349,Quarter3,sweing,Tuesday,12,0.5,15.26,1352.0,3720,23,0.0,0,0,34.0,0.500290419,1,20
350,Quarter3,sweing,Tuesday,7,0.35,22.94,1450.0,10080,30,0.0,0,0,56.0,0.400332792,1,20
351,Quarter3,finishing,Tuesday,11,0.7,4.15,,2700,0,0.0,0,0,15.0,0.362666667,1,20
352,Quarter3,finishing,Wednesday,4,0.75,4.3,,6000,0,0.0,0,0,20.0,0.978525641,1,21
353,Quarter3,finishing,Wednesday,2,0.7,3.94,,5100,0,0.0,0,0,17.0,0.912202112,1,21
354,Quarter3,sweing,Wednesday,4,0.75,22.52,825.0,10080,94,0.0,0,0,56.0,0.900556277,1,21
355,Quarter3,sweing,Wednesday,6,0.8,11.61,916.0,5760,75,0.0,0,0,89.0,0.850410511,1,21
356,Quarter3,finishing,Wednesday,9,0.8,3.94,,2400,0,0.0,0,0,8.0,0.827147436,1,21
357,Quarter3,sweing,Wednesday,8,0.8,25.9,562.0,7470,38,0.0,0,0,56.5,0.800436542,1,21
358,Quarter3,sweing,Wednesday,2,0.7,22.94,1422.0,10500,60,0.0,0,0,57.0,0.800415742,1,21
359,Quarter3,sweing,Wednesday,10,0.7,22.52,1206.0,10080,75,0.0,0,0,56.0,0.800020563,1,21
360,Quarter3,finishing,Wednesday,5,0.7,4.15,,2400,0,0.0,0,0,8.0,0.758173077,1,21
361,Quarter3,sweing,Wednesday,5,0.7,20.4,1404.0,10440,50,0.0,0,0,58.0,0.750344828,1,21
362,Quarter3,sweing,Wednesday,3,0.7,22.52,1139.0,10260,63,0.0,0,0,57.0,0.750068049,1,21
363,Quarter3,sweing,Wednesday,11,0.7,14.89,1735.0,10260,50,0.0,0,0,57.0,0.700170388,1,21
364,Quarter3,sweing,Wednesday,1,0.65,22.94,1595.0,10260,34,0.0,0,0,57.0,0.700029771,1,21
365,Quarter3,sweing,Wednesday,12,0.6,15.26,1245.0,6360,23,0.0,0,0,34.0,0.60017284,1,21
366,Quarter3,finishing,Wednesday,8,0.8,2.9,,2400,0,0.0,0,0,8.0,0.594871795,1,21
367,Quarter3,sweing,Wednesday,9,0.8,54.56,757.0,4140,29,0.0,0,0,58.0,0.520237649,1,21
368,Quarter3,finishing,Wednesday,1,0.65,3.94,,2400,0,0.0,0,0,8.0,0.505128205,1,21
369,Quarter3,sweing,Wednesday,7,0.5,22.52,1720.0,10080,23,0.0,0,0,56.0,0.500241342,1,21
370,Quarter3,finishing,Wednesday,11,0.7,4.15,,2700,0,0.0,0,0,9.0,0.470769231,1,21
371,Quarter4,finishing,Thursday,7,0.6,3.94,,6000,0,0.0,0,0,10.0,0.957638889,1,22
372,Quarter4,finishing,Thursday,10,0.75,3.94,,8400,0,0.0,0,0,14.0,0.940701058,1,22
373,Quarter4,sweing,Thursday,4,0.75,22.52,759.0,10080,81,0.0,0,0,56.0,0.849983766,1,22
374,Quarter4,sweing,Thursday,2,0.7,22.94,1510.0,10620,60,0.0,0,0,57.0,0.800302791,1,22
375,Quarter4,sweing,Thursday,6,0.8,11.61,955.0,6360,63,0.0,0,0,32.0,0.800191989,1,22
376,Quarter4,sweing,Thursday,10,0.75,22.52,1328.0,10080,55,0.0,0,0,56.0,0.800020563,1,22
377,Quarter4,sweing,Thursday,1,0.7,22.94,1384.0,12180,63,0.0,0,0,57.0,0.750162367,1,22
378,Quarter4,sweing,Thursday,3,0.7,22.52,1244.0,10260,63,0.0,0,0,57.0,0.750068049,1,22
379,Quarter4,finishing,Thursday,5,0.7,4.15,,9000,0,0.0,0,0,15.0,0.742901235,1,22
380,Quarter4,sweing,Thursday,5,0.7,20.4,1480.0,10440,40,0.0,0,0,58.0,0.700250784,1,22
381,Quarter4,sweing,Thursday,11,0.7,14.89,1863.0,10260,50,0.0,0,0,57.0,0.700170388,1,22
382,Quarter4,finishing,Thursday,4,0.75,4.3,,9000,0,0.0,0,0,15.0,0.670216049,1,22
383,Quarter4,finishing,Thursday,1,0.7,3.94,,15000,0,0.0,0,0,25.0,0.649662222,1,22
384,Quarter4,finishing,Thursday,2,0.7,3.94,,15000,0,0.0,0,0,25.0,0.649662222,1,22
385,Quarter4,finishing,Thursday,6,0.8,2.9,,4800,0,0.0,0,0,8.0,0.626822917,1,22
386,Quarter4,sweing,Thursday,12,0.6,15.26,1492.0,6960,23,0.0,0,0,34.0,0.600436426,1,22
387,Quarter4,sweing,Thursday,7,0.6,22.52,1859.0,10260,23,0.0,0,0,57.0,0.60041361,1,22
388,Quarter4,sweing,Thursday,8,0.8,40.99,980.0,10770,30,0.0,0,0,56.5,0.555500132,1,22
389,Quarter4,sweing,Thursday,9,0.5,29.12,970.0,10440,30,0.0,0,0,58.0,0.500547544,1,22
390,Quarter4,finishing,Thursday,3,0.7,3.94,,12000,0,0.0,0,0,20.0,0.460578704,1,22
391,Quarter4,finishing,Thursday,8,0.8,2.9,,4800,0,0.0,0,0,8.0,0.397743056,1,22
392,Quarter4,finishing,Thursday,12,0.6,4.08,,5400,0,0.0,0,0,9.0,0.327407407,1,22
393,Quarter4,finishing,Saturday,5,0.7,4.15,,2700,0,0.0,0,0,15.0,0.966666667,1,24
394,Quarter4,finishing,Saturday,10,0.75,3.94,,1800,0,0.0,0,0,10.0,0.937242424,1,24
395,Quarter4,finishing,Saturday,8,0.8,2.9,,1620,0,0.0,0,0,9.0,0.910521886,1,24
396,Quarter4,sweing,Saturday,2,0.75,22.94,1606.0,10260,94,0.0,0,0,57.0,0.90064806,1,24
397,Quarter4,sweing,Saturday,4,0.75,22.52,727.0,10260,94,0.0,0,0,57.0,0.900321106,1,24
398,Quarter4,finishing,Saturday,11,0.75,4.15,,1800,0,0.0,0,0,10.0,0.896022727,1,24
399,Quarter4,finishing,Saturday,3,0.75,3.94,,1440,0,0.0,0,0,8.0,0.895454545,1,24
400,Quarter4,finishing,Saturday,7,0.65,3.94,,2160,0,0.0,0,0,12.0,0.870580808,1,24
401,Quarter4,finishing,Saturday,12,0.7,4.08,,1620,0,0.0,0,0,9.0,0.858585859,1,24
402,Quarter4,sweing,Saturday,1,0.7,22.94,1472.0,10260,75,0.0,0,0,57.0,0.800643806,1,24
403,Quarter4,sweing,Saturday,10,0.75,22.52,1332.0,10080,69,0.0,0,0,56.0,0.80062987,1,24
404,Quarter4,sweing,Saturday,6,0.8,11.61,1009.0,5640,63,0.0,0,0,32.0,0.800537143,1,24
405,Quarter4,sweing,Saturday,3,0.75,22.52,1266.0,10260,69,0.0,0,0,57.0,0.80035194,1,24
406,Quarter4,sweing,Saturday,12,0.75,15.26,1316.0,6120,40,0.0,0,0,34.0,0.750079323,1,24
407,Quarter4,sweing,Saturday,11,0.75,42.97,1282.0,10260,56,0.0,0,0,57.0,0.750041201,1,24
408,Quarter4,sweing,Saturday,5,0.7,20.4,1382.0,10440,50,0.0,0,0,58.0,0.700250784,1,24
409,Quarter4,finishing,Saturday,4,0.75,4.3,,2160,0,0.0,0,0,12.0,0.651515152,1,24
410,Quarter4,sweing,Saturday,7,0.65,22.52,1295.0,10170,26,0.0,0,0,56.5,0.650416734,1,24
411,Quarter4,sweing,Saturday,9,0.6,29.12,925.0,6660,23,0.0,0,0,58.0,0.600125217,1,24
412,Quarter4,finishing,Saturday,2,0.75,3.94,,1440,0,0.0,0,0,8.0,0.578314394,1,24
413,Quarter4,finishing,Saturday,1,0.7,3.94,,1440,0,0.0,0,0,8.0,0.578314394,1,24
414,Quarter4,sweing,Saturday,8,0.35,15.09,1448.0,9360,23,0.0,0,0,52.0,0.34998951,1,24
415,Quarter4,finishing,Saturday,9,0.6,3.94,,1440,0,0.0,0,0,8.0,0.261174242,1,24
416,Quarter4,finishing,Sunday,5,0.7,4.15,,3060,0,0.0,0,0,17.0,0.973796791,1,25
417,Quarter4,finishing,Sunday,2,0.75,3.94,,1440,0,0.0,0,0,8.0,0.970075758,1,25
418,Quarter4,finishing,Sunday,1,0.7,3.94,,1440,0,0.0,0,0,8.0,0.970075758,1,25
419,Quarter4,finishing,Sunday,3,0.75,3.94,,1620,0,0.0,0,0,9.0,0.961784512,1,25
420,Quarter4,finishing,Sunday,10,0.75,3.94,,3420,0,0.0,0,0,19.0,0.955151515,1,25
421,Quarter4,finishing,Sunday,4,0.75,4.3,,2160,0,0.0,0,0,12.0,0.952020202,1,25
422,Quarter4,sweing,Sunday,4,0.75,22.52,867.0,10260,94,0.0,0,0,57.0,0.900321106,1,25
423,Quarter4,sweing,Sunday,2,0.75,22.94,1636.0,10530,81,0.0,0,0,58.5,0.850223776,1,25
424,Quarter4,sweing,Sunday,1,0.7,22.94,1682.0,10530,75,0.0,0,0,58.5,0.800909609,1,25
425,Quarter4,sweing,Sunday,3,0.75,22.52,1495.0,10350,55,0.0,0,0,57.5,0.800513307,1,25
426,Quarter4,sweing,Sunday,6,0.8,11.61,1181.0,5760,63,0.0,0,0,32.0,0.800386364,1,25
427,Quarter4,sweing,Sunday,10,0.75,22.52,1413.0,10080,69,0.0,0,0,56.0,0.800020563,1,25
428,Quarter4,finishing,Sunday,7,0.65,3.94,,2520,0,0.0,0,0,14.0,0.749188312,1,25
429,Quarter4,sweing,Sunday,7,0.7,22.52,360.0,10170,40,0.0,0,0,56.5,0.7005417,1,25
430,Quarter4,sweing,Sunday,12,0.7,15.26,1296.0,6120,40,0.0,0,0,34.0,0.70043672,1,25
431,Quarter4,sweing,Sunday,5,0.7,20.4,1217.0,10440,50,0.0,0,0,58.0,0.700250784,1,25
432,Quarter4,sweing,Sunday,9,0.65,29.12,1086.0,10440,26,0.0,0,0,58.0,0.650407524,1,25
433,Quarter4,finishing,Sunday,12,0.7,4.08,,1620,0,0.0,0,0,9.0,0.618181818,1,25
434,Quarter4,sweing,Sunday,11,0.75,42.97,532.0,10260,40,0.0,0,0,57.0,0.59114168,1,25
435,Quarter4,sweing,Sunday,8,0.5,15.09,1557.0,720,23,0.0,0,0,52.0,0.500061916,1,25
436,Quarter4,finishing,Sunday,8,0.8,2.9,,720,0,0.0,0,0,4.0,0.329545455,1,25
437,Quarter4,finishing,Monday,3,0.75,3.94,,1800,0,0.0,0,0,10.0,1.059621212,1,26
438,Quarter4,finishing,Monday,10,0.75,3.94,,3780,0,0.0,0,0,21.0,0.997792208,1,26
439,Quarter4,finishing,Monday,4,0.75,4.3,,2160,0,0.0,0,0,12.0,0.963699495,1,26
440,Quarter4,finishing,Monday,5,0.7,4.15,,2700,0,0.0,0,0,15.0,0.959191919,1,26
441,Quarter4,finishing,Monday,2,0.75,3.94,,1800,0,0.0,0,0,10.0,0.910378788,1,26
442,Quarter4,finishing,Monday,1,0.7,3.94,,1800,0,0.0,0,0,10.0,0.910378788,1,26
443,Quarter4,sweing,Monday,4,0.8,22.52,1016.0,10170,60,0.0,0,0,56.5,0.850312684,1,26
444,Quarter4,sweing,Monday,6,0.8,11.61,1072.0,5760,50,0.0,0,0,32.0,0.800386364,1,26
445,Quarter4,sweing,Monday,3,0.75,22.52,1584.0,10260,69,0.0,0,0,57.0,0.80035194,1,26
446,Quarter4,sweing,Monday,2,0.75,22.94,1764.0,10260,55,0.0,0,0,57.0,0.800034024,1,26
447,Quarter4,sweing,Monday,1,0.7,22.94,1745.0,10440,60,0.0,0,0,58.0,0.800023511,1,26
448,Quarter4,sweing,Monday,10,0.75,22.52,1250.0,10080,55,0.0,0,0,56.0,0.800020563,1,26
449,Quarter4,finishing,Monday,12,0.7,4.08,,1620,0,0.0,0,0,9.0,0.769292929,1,26
450,Quarter4,sweing,Monday,5,0.75,20.4,1118.0,10320,56,0.0,0,0,58.0,0.750031447,1,26
451,Quarter4,sweing,Monday,9,0.7,29.12,1143.0,10440,40,0.0,0,0,58.0,0.70061442,1,26
452,Quarter4,sweing,Monday,12,0.7,15.26,1337.0,6120,40,0.0,0,0,34.0,0.70043672,1,26
453,Quarter4,finishing,Monday,7,0.65,3.94,,1440,0,0.0,0,0,8.0,0.646306818,1,26
454,Quarter4,sweing,Monday,8,0.6,15.09,1519.0,360,23,0.0,0,0,52.0,0.600143365,1,26
455,Quarter4,sweing,Monday,11,0.35,28.08,749.0,10260,23,0.0,0,0,57.0,0.350066986,1,26
456,Quarter4,sweing,Tuesday,2,0.75,22.52,1635.0,6840,119,0.0,0,0,57.0,1.000230409,1,27
457,Quarter4,sweing,Tuesday,3,0.75,22.52,1299.0,6840,119,0.0,0,0,57.0,1.000230409,1,27
458,Quarter4,finishing,Tuesday,10,0.8,3.94,,1440,0,0.0,0,0,12.0,0.979527778,1,27
459,Quarter4,finishing,Tuesday,4,0.8,4.3,,1440,0,0.0,0,0,12.0,0.940625,1,27
460,Quarter4,finishing,Tuesday,5,0.5,4.15,,1440,0,0.0,0,0,12.0,0.926388889,1,27
461,Quarter4,sweing,Tuesday,10,0.8,22.52,1134.0,6720,70,0.0,0,0,56.0,0.900129762,1,27
462,Quarter4,finishing,Tuesday,3,0.75,3.94,,1440,0,0.0,0,0,12.0,0.861875,1,27
463,Quarter4,sweing,Tuesday,4,0.8,22.52,1106.0,6780,60,0.0,0,0,56.5,0.850312684,1,27
464,Quarter4,finishing,Tuesday,8,0.65,3.94,,960,0,0.0,0,0,8.0,0.845458333,1,27
465,Quarter4,finishing,Tuesday,12,0.7,4.15,,1080,0,0.0,0,0,9.0,0.823555556,1,27
466,Quarter4,finishing,Tuesday,7,0.5,4.15,,960,0,0.0,0,0,8.0,0.803541667,1,27
467,Quarter4,sweing,Tuesday,1,0.75,22.94,1871.0,6960,55,0.0,0,0,58.0,0.800263218,1,27
468,Quarter4,finishing,Tuesday,2,0.75,3.94,,1200,0,0.0,0,0,10.0,0.788,1,27
469,Quarter4,finishing,Tuesday,1,0.75,3.94,,1200,0,0.0,0,0,10.0,0.77815,1,27
470,Quarter4,sweing,Tuesday,9,0.7,29.12,1294.0,6960,50,0.0,0,0,58.0,0.700386207,1,27
471,Quarter4,sweing,Tuesday,12,0.7,15.26,1462.0,4080,40,0.0,0,0,34.0,0.700164706,1,27
472,Quarter4,sweing,Tuesday,8,0.65,15.09,976.0,240,23,0.0,0,0,52.0,0.650307143,1,27
473,Quarter4,sweing,Tuesday,6,0.8,30.4,338.0,3840,34,0.0,0,0,32.0,0.622828125,1,27
474,Quarter4,finishing,Tuesday,6,0.8,2.9,,960,0,0.0,0,0,8.0,0.6225,1,27
475,Quarter4,sweing,Tuesday,5,0.5,20.79,1455.0,6960,30,0.0,0,0,58.0,0.500035345,1,27
476,Quarter4,sweing,Tuesday,11,0.5,48.18,1282.0,6480,23,0.0,0,0,54.0,0.37046657,1,27
477,Quarter4,sweing,Wednesday,2,0.8,22.52,1559.0,6840,90,0.0,0,0,57.0,1.000230409,1,28
478,Quarter4,sweing,Wednesday,3,0.8,22.52,1350.0,6840,113,0.0,0,0,57.0,1.000230409,1,28
479,Quarter4,finishing,Wednesday,6,0.35,2.9,,1800,0,0.0,0,0,15.0,0.977555556,1,28
480,Quarter4,finishing,Wednesday,1,0.75,3.94,,1200,0,0.0,0,0,10.0,0.9456,1,28
481,Quarter4,finishing,Wednesday,2,0.8,3.94,,1800,0,0.0,0,0,15.0,0.902222222,1,28
482,Quarter4,sweing,Wednesday,10,0.8,22.52,1175.0,6720,60,0.0,0,0,56.0,0.850532143,1,28
483,Quarter4,sweing,Wednesday,1,0.75,22.94,1868.0,6960,81,0.0,0,0,58.0,0.850362069,1,28
484,Quarter4,finishing,Wednesday,10,0.8,3.94,,1200,0,0.0,0,0,10.0,0.840533333,1,28
485,Quarter4,sweing,Wednesday,5,0.6,20.79,1045.0,6960,88,0.0,0,0,58.0,0.800534483,1,28
